#separator:Tab
#html:true
#deck:🕉️ Sanskrit Visarga Sandhi
#notetype:Basic
#columns:Key	Front	Back
#guid column:1
visarga_sandhi:as_o_avagraha:bālaḥ+agacchat	<center><big><big><big>बालः अगच्छत्</big></big></big></center>	<center><big><big><b>बालोऽगच्छत्</b></big></big><br><big>bālaḥ + agacchat → bālo 'gacchat</big><br><br><b>-aḥ + a- → -o (the a is elided, marked by an avagraha ऽ)</b><br>Before a short initial a, -aḥ becomes -o and that a is dropped; the elision is marked with an avagraha (ऽ).</center>
visarga_sandhi:as_a_vowel:naraḥ+icchati	<center><big><big><big>नरः इच्छति</big></big></big></center>	<center><big><big><b>नर इच्छति</b></big></big><br><big>naraḥ + icchati → nara icchati</big><br><br><b>-aḥ → -a before another vowel (hiatus remains)</b><br>Before any vowel other than short a, -aḥ loses its visarga, leaving -a; the resulting hiatus is kept and not further combined.</center>
visarga_sandhi:as_a_vowel:devaḥ+iha	<center><big><big><big>देवः इह</big></big></big></center>	<center><big><big><b>देव इह</b></big></big><br><big>devaḥ + iha → deva iha</big><br><br><b>-aḥ → -a before another vowel (hiatus remains)</b><br>Before any vowel other than short a, -aḥ loses its visarga, leaving -a; the resulting hiatus is kept and not further combined.</center>
visarga_sandhi:as_a_vowel:bālaḥ+āgacchati	<center><big><big><big>बालः आगच्छति</big></big></big></center>	<center><big><big><b>बाल आगच्छति</b></big></big><br><big>bālaḥ + āgacchati → bāla āgacchati</big><br><br><b>-aḥ → -a before another vowel (hiatus remains)</b><br>Before any vowel other than short a, -aḥ loses its visarga, leaving -a; the resulting hiatus is kept and not further combined.</center>
visarga_sandhi:as_a_vowel:rāmaḥ+uvāca	<center><big><big><big>रामः उवाच</big></big></big></center>	<center><big><big><b>राम उवाच</b></big></big><br><big>rāmaḥ + uvāca → rāma uvāca</big><br><br><b>-aḥ → -a before another vowel (hiatus remains)</b><br>Before any vowel other than short a, -aḥ loses its visarga, leaving -a; the resulting hiatus is kept and not further combined.</center>
visarga_sandhi:as_a_vowel:śivaḥ+eva	<center><big><big><big>शिवः एव</big></big></big></center>	<center><big><big><b>शिव एव</b></big></big><br><big>śivaḥ + eva → śiva eva</big><br><br><b>-aḥ → -a before another vowel (hiatus remains)</b><br>Before any vowel other than short a, -aḥ loses its visarga, leaving -a; the resulting hiatus is kept and not further combined.</center>
visarga_sandhi:aas_aa:narāḥ+gacchanti	<center><big><big><big>नराः गच्छन्ति</big></big></big></center>	<center><big><big><b>नरा गच्छन्ति</b></big></big><br><big>narāḥ + gacchanti → narā gacchanti</big><br><br><b>-āḥ → -ā before any voiced sound</b><br>A word-final -āḥ (from -ās) drops the visarga to -ā before any voiced sound, vowel or consonant. It never becomes -o; a hiatus before a vowel is kept.</center>
visarga_sandhi:aas_aa:narāḥ+icchanti	<center><big><big><big>नराः इच्छन्ति</big></big></big></center>	<center><big><big><b>नरा इच्छन्ति</b></big></big><br><big>narāḥ + icchanti → narā icchanti</big><br><br><b>-āḥ → -ā before any voiced sound</b><br>A word-final -āḥ (from -ās) drops the visarga to -ā before any voiced sound, vowel or consonant. It never becomes -o; a hiatus before a vowel is kept.</center>
visarga_sandhi:aas_aa:devāḥ+vadanti	<center><big><big><big>देवाः वदन्ति</big></big></big></center>	<center><big><big><b>देवा वदन्ति</b></big></big><br><big>devāḥ + vadanti → devā vadanti</big><br><br><b>-āḥ → -ā before any voiced sound</b><br>A word-final -āḥ (from -ās) drops the visarga to -ā before any voiced sound, vowel or consonant. It never becomes -o; a hiatus before a vowel is kept.</center>
visarga_sandhi:aas_aa:bālāḥ+āgacchanti	<center><big><big><big>बालाः आगच्छन्ति</big></big></big></center>	<center><big><big><b>बाला आगच्छन्ति</b></big></big><br><big>bālāḥ + āgacchanti → bālā āgacchanti</big><br><br><b>-āḥ → -ā before any voiced sound</b><br>A word-final -āḥ (from -ās) drops the visarga to -ā before any voiced sound, vowel or consonant. It never becomes -o; a hiatus before a vowel is kept.</center>
visarga_sandhi:aas_aa:aśvāḥ+dhāvanti	<center><big><big><big>अश्वाः धावन्ति</big></big></big></center>	<center><big><big><b>अश्वा धावन्ति</b></big></big><br><big>aśvāḥ + dhāvanti → aśvā dhāvanti</big><br><br><b>-āḥ → -ā before any voiced sound</b><br>A word-final -āḥ (from -ās) drops the visarga to -ā before any voiced sound, vowel or consonant. It never becomes -o; a hiatus before a vowel is kept.</center>
visarga_sandhi:visarga_r:agniḥ+asti	<center><big><big><big>अग्निः अस्ति</big></big></big></center>	<center><big><big><b>अग्निर् अस्ति</b></big></big><br><big>agniḥ + asti → agnir asti</big><br><br><b>ḥ → r before a voiced sound</b><br>After any vowel except a/ā, the visarga becomes r before a voiced sound (vowel or consonant).</center>
visarga_sandhi:visarga_r:guruḥ+gacchati	<center><big><big><big>गुरुः गच्छति</big></big></big></center>	<center><big><big><b>गुरुर् गच्छति</b></big></big><br><big>guruḥ + gacchati → gurur gacchati</big><br><br><b>ḥ → r before a voiced sound</b><br>After any vowel except a/ā, the visarga becomes r before a voiced sound (vowel or consonant).</center>
visarga_sandhi:visarga_r:kaviḥ+vadati	<center><big><big><big>कविः वदति</big></big></big></center>	<center><big><big><b>कविर् वदति</b></big></big><br><big>kaviḥ + vadati → kavir vadati</big><br><br><b>ḥ → r before a voiced sound</b><br>After any vowel except a/ā, the visarga becomes r before a voiced sound (vowel or consonant).</center>
visarga_sandhi:visarga_r:hariḥ+eva	<center><big><big><big>हरिः एव</big></big></big></center>	<center><big><big><b>हरिर् एव</b></big></big><br><big>hariḥ + eva → harir eva</big><br><br><b>ḥ → r before a voiced sound</b><br>After any vowel except a/ā, the visarga becomes r before a voiced sound (vowel or consonant).</center>
visarga_sandhi:visarga_r:muniḥ+āgacchati	<center><big><big><big>मुनिः आगच्छति</big></big></big></center>	<center><big><big><b>मुनिर् आगच्छति</b></big></big><br><big>muniḥ + āgacchati → munir āgacchati</big><br><br><b>ḥ → r before a voiced sound</b><br>After any vowel except a/ā, the visarga becomes r before a voiced sound (vowel or consonant).</center>
visarga_sandhi:visarga_r:dhenuḥ+dugdham	<center><big><big><big>धेनुः दुग्धम्</big></big></big></center>	<center><big><big><b>धेनुर् दुग्धम्</b></big></big><br><big>dhenuḥ + dugdham → dhenur dugdham</big><br><br><b>ḥ → r before a voiced sound</b><br>After any vowel except a/ā, the visarga becomes r before a voiced sound (vowel or consonant).</center>
visarga_sandhi:visarga_r_dropped:punaḥ+ramate	<center><big><big><big>पुनः रमते</big></big></big></center>	<center><big><big><b>पुना रमते</b></big></big><br><big>punaḥ + ramate → punā ramate</big><br><br><b>ḥ before r-: the r is elided and the preceding short vowel lengthens</b><br>When the visarga would become r before an initial r-, the r is dropped and the preceding short vowel is lengthened, avoiding a double r.</center>
visarga_sandhi:visarga_r_dropped:hariḥ+rājate	<center><big><big><big>हरिः राजते</big></big></big></center>	<center><big><big><b>हरी राजते</b></big></big><br><big>hariḥ + rājate → harī rājate</big><br><br><b>ḥ before r-: the r is elided and the preceding short vowel lengthens</b><br>When the visarga would become r before an initial r-, the r is dropped and the preceding short vowel is lengthened, avoiding a double r.</center>
visarga_sandhi:visarga_r_dropped:guruḥ+rohati	<center><big><big><big>गुरुः रोहति</big></big></big></center>	<center><big><big><b>गुरू रोहति</b></big></big><br><big>guruḥ + rohati → gurū rohati</big><br><br><b>ḥ before r-: the r is elided and the preceding short vowel lengthens</b><br>When the visarga would become r before an initial r-, the r is dropped and the preceding short vowel is lengthened, avoiding a double r.</center>
visarga_sandhi:visarga_sibilant:naraḥ+carati	<center><big><big><big>नरः चरति</big></big></big></center>	<center><big><big><b>नरश् चरति</b> &nbsp;/&nbsp; <b>नरः चरति</b></big></big><br><big>naraḥ + carati → naraś carati / naraḥ carati</big><br><br><b>ḥ → ś / ṣ / s before a voiceless stop (visarga also retained)</b><br>Before a voiceless stop the visarga assimilates to the homorganic sibilant — ś before c/ch, ṣ before ṭ/ṭh, s before t/th. Retaining the plain visarga is also accepted; both forms are shown.</center>
visarga_sandhi:visarga_sibilant:rāmaḥ+ca	<center><big><big><big>रामः च</big></big></big></center>	<center><big><big><b>रामश् च</b> &nbsp;/&nbsp; <b>रामः च</b></big></big><br><big>rāmaḥ + ca → rāmaś ca / rāmaḥ ca</big><br><br><b>ḥ → ś / ṣ / s before a voiceless stop (visarga also retained)</b><br>Before a voiceless stop the visarga assimilates to the homorganic sibilant — ś before c/ch, ṣ before ṭ/ṭh, s before t/th. Retaining the plain visarga is also accepted; both forms are shown.</center>
visarga_sandhi:visarga_sibilant:naraḥ+chādayati	<center><big><big><big>नरः छादयति</big></big></big></center>	<center><big><big><b>नरश् छादयति</b> &nbsp;/&nbsp; <b>नरः छादयति</b></big></big><br><big>naraḥ + chādayati → naraś chādayati / naraḥ chādayati</big><br><br><b>ḥ → ś / ṣ / s before a voiceless stop (visarga also retained)</b><br>Before a voiceless stop the visarga assimilates to the homorganic sibilant — ś before c/ch, ṣ before ṭ/ṭh, s before t/th. Retaining the plain visarga is also accepted; both forms are shown.</center>
visarga_sandhi:visarga_sibilant:bālaḥ+tiṣṭhati	<center><big><big><big>बालः तिष्ठति</big></big></big></center>	<center><big><big><b>बालस् तिष्ठति</b> &nbsp;/&nbsp; <b>बालः तिष्ठति</b></big></big><br><big>bālaḥ + tiṣṭhati → bālas tiṣṭhati / bālaḥ tiṣṭhati</big><br><br><b>ḥ → ś / ṣ / s before a voiceless stop (visarga also retained)</b><br>Before a voiceless stop the visarga assimilates to the homorganic sibilant — ś before c/ch, ṣ before ṭ/ṭh, s before t/th. Retaining the plain visarga is also accepted; both forms are shown.</center>
visarga_sandhi:visarga_sibilant:devaḥ+tarati	<center><big><big><big>देवः तरति</big></big></big></center>	<center><big><big><b>देवस् तरति</b> &nbsp;/&nbsp; <b>देवः तरति</b></big></big><br><big>devaḥ + tarati → devas tarati / devaḥ tarati</big><br><br><b>ḥ → ś / ṣ / s before a voiceless stop (visarga also retained)</b><br>Before a voiceless stop the visarga assimilates to the homorganic sibilant — ś before c/ch, ṣ before ṭ/ṭh, s before t/th. Retaining the plain visarga is also accepted; both forms are shown.</center>
visarga_sandhi:visarga_sibilant:granthaḥ+ṭīkayā	<center><big><big><big>ग्रन्थः टीकया</big></big></big></center>	<center><big><big><b>ग्रन्थष् टीकया</b> &nbsp;/&nbsp; <b>ग्रन्थः टीकया</b></big></big><br><big>granthaḥ + ṭīkayā → granthaṣ ṭīkayā / granthaḥ ṭīkayā</big><br><br><b>ḥ → ś / ṣ / s before a voiceless stop (visarga also retained)</b><br>Before a voiceless stop the visarga assimilates to the homorganic sibilant — ś before c/ch, ṣ before ṭ/ṭh, s before t/th. Retaining the plain visarga is also accepted; both forms are shown. (Retroflex ṭ/ṭh rarely begin a word, so ṣ examples are few — ṭīkā 'commentary' is one of the commonest.)</center>
visarga_sandhi:visarga_sibilant:naraḥ+ṭīkate	<center><big><big><big>नरः टीकते</big></big></big></center>	<center><big><big><b>नरष् टीकते</b> &nbsp;/&nbsp; <b>नरः टीकते</b></big></big><br><big>naraḥ + ṭīkate → naraṣ ṭīkate / naraḥ ṭīkate</big><br><br><b>ḥ → ś / ṣ / s before a voiceless stop (visarga also retained)</b><br>Before a voiceless stop the visarga assimilates to the homorganic sibilant — ś before c/ch, ṣ before ṭ/ṭh, s before t/th. Retaining the plain visarga is also accepted; both forms are shown. (Retroflex ṭ/ṭh rarely begin a word, so ṣ examples are few — here the root √ṭīk 'to move'.)</center>
visarga_sandhi:visarga_retained:naraḥ+karoti	<center><big><big><big>नरः करोति</big></big></big></center>	<center><big><big><b>नरः करोति</b></big></big><br><big>naraḥ + karoti → naraḥ karoti</big><br><br><b>ḥ retained before k/kh, p/ph, a sibilant, or a pause</b><br>The visarga stays unchanged before the voiceless gutturals and labials k, kh, p, ph, before a sibilant ś/ṣ/s, and before a pause.</center>
visarga_sandhi:visarga_retained:rāmaḥ+paṭhati	<center><big><big><big>रामः पठति</big></big></big></center>	<center><big><big><b>रामः पठति</b></big></big><br><big>rāmaḥ + paṭhati → rāmaḥ paṭhati</big><br><br><b>ḥ retained before k/kh, p/ph, a sibilant, or a pause</b><br>The visarga stays unchanged before the voiceless gutturals and labials k, kh, p, ph, before a sibilant ś/ṣ/s, and before a pause.</center>
visarga_sandhi:visarga_retained:devaḥ+khādati	<center><big><big><big>देवः खादति</big></big></big></center>	<center><big><big><b>देवः खादति</b></big></big><br><big>devaḥ + khādati → devaḥ khādati</big><br><br><b>ḥ retained before k/kh, p/ph, a sibilant, or a pause</b><br>The visarga stays unchanged before the voiceless gutturals and labials k, kh, p, ph, before a sibilant ś/ṣ/s, and before a pause.</center>
visarga_sandhi:visarga_retained:bālaḥ+phalam	<center><big><big><big>बालः फलम्</big></big></big></center>	<center><big><big><b>बालः फलम्</b></big></big><br><big>bālaḥ + phalam → bālaḥ phalam</big><br><br><b>ḥ retained before k/kh, p/ph, a sibilant, or a pause</b><br>The visarga stays unchanged before the voiceless gutturals and labials k, kh, p, ph, before a sibilant ś/ṣ/s, and before a pause.</center>
visarga_sandhi:visarga_retained:naraḥ+smarati	<center><big><big><big>नरः स्मरति</big></big></big></center>	<center><big><big><b>नरः स्मरति</b></big></big><br><big>naraḥ + smarati → naraḥ smarati</big><br><br><b>ḥ retained before k/kh, p/ph, a sibilant, or a pause</b><br>The visarga stays unchanged before the voiceless gutturals and labials k, kh, p, ph, before a sibilant ś/ṣ/s, and before a pause.</center>
visarga_sandhi:visarga_retained:hariḥ+śete	<center><big><big><big>हरिः शेते</big></big></big></center>	<center><big><big><b>हरिः शेते</b></big></big><br><big>hariḥ + śete → hariḥ śete</big><br><br><b>ḥ retained before k/kh, p/ph, a sibilant, or a pause</b><br>The visarga stays unchanged before the voiceless gutturals and labials k, kh, p, ph, before a sibilant ś/ṣ/s, and before a pause.</center>
visarga_sandhi:sa_esa:saḥ+gacchati	<center><big><big><big>सः गच्छति</big></big></big></center>	<center><big><big><b>स गच्छति</b></big></big><br><big>saḥ + gacchati → sa gacchati</big><br><br><b>saḥ / eṣaḥ → sa / eṣa before a consonant</b><br>The pronouns saḥ and eṣaḥ drop the visarga before any consonant, becoming sa and eṣa. Before a vowel or a pause they behave like a normal -aḥ.</center>
visarga_sandhi:sa_esa:saḥ+vadati	<center><big><big><big>सः वदति</big></big></big></center>	<center><big><big><b>स वदति</b></big></big><br><big>saḥ + vadati → sa vadati</big><br><br><b>saḥ / eṣaḥ → sa / eṣa before a consonant</b><br>The pronouns saḥ and eṣaḥ drop the visarga before any consonant, becoming sa and eṣa. Before a vowel or a pause they behave like a normal -aḥ.</center>
visarga_sandhi:sa_esa:eṣaḥ+bālaḥ	<center><big><big><big>एषः बालः</big></big></big></center>	<center><big><big><b>एष बालः</b></big></big><br><big>eṣaḥ + bālaḥ → eṣa bālaḥ</big><br><br><b>saḥ / eṣaḥ → sa / eṣa before a consonant</b><br>The pronouns saḥ and eṣaḥ drop the visarga before any consonant, becoming sa and eṣa. Before a vowel or a pause they behave like a normal -aḥ.</center>
visarga_sandhi:sa_esa:saḥ+rāmaḥ	<center><big><big><big>सः रामः</big></big></big></center>	<center><big><big><b>स रामः</b></big></big><br><big>saḥ + rāmaḥ → sa rāmaḥ</big><br><br><b>saḥ / eṣaḥ → sa / eṣa before a consonant</b><br>The pronouns saḥ and eṣaḥ drop the visarga before any consonant, becoming sa and eṣa. Before a vowel or a pause they behave like a normal -aḥ.</center>
visarga_sandhi:sa_esa:eṣaḥ+naraḥ	<center><big><big><big>एषः नरः</big></big></big></center>	<center><big><big><b>एष नरः</b></big></big><br><big>eṣaḥ + naraḥ → eṣa naraḥ</big><br><br><b>saḥ / eṣaḥ → sa / eṣa before a consonant</b><br>The pronouns saḥ and eṣaḥ drop the visarga before any consonant, becoming sa and eṣa. Before a vowel or a pause they behave like a normal -aḥ.</center>
