#separator:Tab
#html:true
#deck:🕉️ Sanskrit External Consonant Sandhi
#notetype:Basic
#columns:Key	Front	Back
#guid column:1
external_consonant_sandhi:t_cerebral:bhavat+ḍamaru	<center><big><big><big>भवत् डमरु</big></big></big></center>	<center><big><big><b>भवड्डमरु</b></big></big><br><big>bhavat + ḍamaru → bhavaḍḍamaru</big><br><br><b>त् becomes the corresponding cerebral before a cerebral</b><br>त् becomes ट् before the voiceless cerebrals ट् ठ्, and ड् before the voiced cerebrals ड् ढ्. Cerebral-initial words are rare, so this junction is uncommon.</center>
external_consonant_sandhi:t_cerebral:tat+ṭīkā	<center><big><big><big>तत् टीका</big></big></big><br><small>(तत् ← तद्)</small></center>	<center><big><big><b>तट्टीका</b></big></big><br><big>tat + ṭīkā → taṭṭīkā</big><br><br><b>त् becomes the corresponding cerebral before a cerebral</b><br>त् becomes ट् before the voiceless cerebrals ट् ठ्, and ड् before the voiced cerebrals ड् ढ्. Cerebral-initial words are rare, so this junction is uncommon.</center>
external_consonant_sandhi:t_cerebral:tat+ḍamaruḥ	<center><big><big><big>तत् डमरुः</big></big></big><br><small>(तत् ← तद्)</small></center>	<center><big><big><b>तड्डमरुः</b></big></big><br><big>tat + ḍamaruḥ → taḍḍamaruḥ</big><br><br><b>त् becomes the corresponding cerebral before a cerebral</b><br>त् becomes ट् before the voiceless cerebrals ट् ठ्, and ड् before the voiced cerebrals ड् ढ्. Cerebral-initial words are rare, so this junction is uncommon.</center>
external_consonant_sandhi:t_cerebral:tat+ḍhaukate	<center><big><big><big>तत् ढौकते</big></big></big><br><small>(तत् ← तद्)</small></center>	<center><big><big><b>तड्ढौकते</b></big></big><br><big>tat + ḍhaukate → taḍḍhaukate</big><br><br><b>त् becomes the corresponding cerebral before a cerebral</b><br>त् becomes ट् before the voiceless cerebrals ट् ठ्, and ड् before the voiced cerebrals ड् ढ्. Cerebral-initial words are rare, so this junction is uncommon.</center>
external_consonant_sandhi:t_l:tat+līna	<center><big><big><big>तत् लीन</big></big></big><br><small>(तत् ← तद्)</small></center>	<center><big><big><b>तल्लीन</b></big></big><br><big>tat + līna → tallīna</big><br><br><b>त् + ल् → ल्</b><br>त् is fully assimilated to a following ल्, giving a doubled ल्ल.</center>
external_consonant_sandhi:t_l:vidyut+latā	<center><big><big><big>विद्युत् लता</big></big></big></center>	<center><big><big><b>विद्युल्लता</b></big></big><br><big>vidyut + latā → vidyullatā</big><br><br><b>त् + ल् → ल्</b><br>त् is fully assimilated to a following ल्, giving a doubled ल्ल.</center>
external_consonant_sandhi:t_l:grāmāt+lokaḥ	<center><big><big><big>ग्रामात् लोकः</big></big></big></center>	<center><big><big><b>ग्रामाल्लोकः</b></big></big><br><big>grāmāt + lokaḥ → grāmāllokaḥ</big><br><br><b>त् + ल् → ल्</b><br>त् is fully assimilated to a following ल्, giving a doubled ल्ल.</center>
external_consonant_sandhi:t_l:tat+labhate	<center><big><big><big>तत् लभते</big></big></big><br><small>(तत् ← तद्)</small></center>	<center><big><big><b>तल्लभते</b></big></big><br><big>tat + labhate → tallabhate</big><br><br><b>त् + ल् → ल्</b><br>त् is fully assimilated to a following ल्, giving a doubled ल्ल.</center>
external_consonant_sandhi:t_sha:bhagavat+śaraṇa	<center><big><big><big>भगवत् शरण</big></big></big></center>	<center><big><big><b>भगवच्छरण</b></big></big><br><big>bhagavat + śaraṇa → bhagavaccharaṇa</big><br><br><b>त् + श् → च्छ्</b><br>Two changes at once: the त् becomes the palatal च्, and the following श् hardens to छ्.</center>
external_consonant_sandhi:t_sha:tat+śrutvā	<center><big><big><big>तत् श्रुत्वा</big></big></big><br><small>(तत् ← तद्)</small></center>	<center><big><big><b>तच्छ्रुत्वा</b></big></big><br><big>tat + śrutvā → tacchrutvā</big><br><br><b>त् + श् → च्छ्</b><br>Two changes at once: the त् becomes the palatal च्, and the following श् hardens to छ्.</center>
external_consonant_sandhi:t_sha:sat+śāstram	<center><big><big><big>सत् शास्त्रम्</big></big></big></center>	<center><big><big><b>सच्छास्त्रम्</b></big></big><br><big>sat + śāstram → sacchāstram</big><br><br><b>त् + श् → च्छ्</b><br>Two changes at once: the त् becomes the palatal च्, and the following श् hardens to छ्.</center>
external_consonant_sandhi:t_sha:ut+śvāsaḥ	<center><big><big><big>उत् श्वासः</big></big></big></center>	<center><big><big><b>उच्छ्वासः</b></big></big><br><big>ut + śvāsaḥ → ucchvāsaḥ</big><br><br><b>त् + श् → च्छ्</b><br>Two changes at once: the त् becomes the palatal च्, and the following श् hardens to छ्.</center>
external_consonant_sandhi:m_anusvara:phalam+dadāti	<center><big><big><big>फलम् ददाति</big></big></big></center>	<center><big><big><b>फलं ददाति</b></big></big><br><big>phalam + dadāti → phalaṃ dadāti</big><br><br><b>Final म् becomes anusvāra before a consonant</b><br>Before any consonant, voiced or voiceless, final म् is written as anusvāra. Before a vowel it stays म्. In careful recitation it may instead be pronounced as the nasal of the following consonant's class.</center>
external_consonant_sandhi:m_anusvara:vanam+gacchati	<center><big><big><big>वनम् गच्छति</big></big></big></center>	<center><big><big><b>वनं गच्छति</b></big></big><br><big>vanam + gacchati → vanaṃ gacchati</big><br><br><b>Final म् becomes anusvāra before a consonant</b><br>Before any consonant, voiced or voiceless, final म् is written as anusvāra. Before a vowel it stays म्. In careful recitation it may instead be pronounced as the nasal of the following consonant's class.</center>
external_consonant_sandhi:m_anusvara:satyam+vada	<center><big><big><big>सत्यम् वद</big></big></big></center>	<center><big><big><b>सत्यं वद</b></big></big><br><big>satyam + vada → satyaṃ vada</big><br><br><b>Final म् becomes anusvāra before a consonant</b><br>Before any consonant, voiced or voiceless, final म् is written as anusvāra. Before a vowel it stays म्. In careful recitation it may instead be pronounced as the nasal of the following consonant's class.</center>
external_consonant_sandhi:m_anusvara:rāmam+paśyati	<center><big><big><big>रामम् पश्यति</big></big></big></center>	<center><big><big><b>रामं पश्यति</b></big></big><br><big>rāmam + paśyati → rāmaṃ paśyati</big><br><br><b>Final म् becomes anusvāra before a consonant</b><br>Before any consonant, voiced or voiceless, final म् is written as anusvāra. Before a vowel it stays म्. In careful recitation it may instead be pronounced as the nasal of the following consonant's class.</center>
external_consonant_sandhi:n_nasal:etān+juhoti	<center><big><big><big>एतान् जुहोति</big></big></big></center>	<center><big><big><b>एताञ्जुहोति</b></big></big><br><big>etān + juhoti → etāñjuhoti</big><br><br><b>न् becomes the corresponding nasal before a voiced palatal or cerebral</b><br>न् becomes ञ् before ज् झ्, and ण् before ड् ढ् — the nasal of the following consonant's class.</center>
external_consonant_sandhi:n_nasal:narān+jayāmi	<center><big><big><big>नरान् जयामि</big></big></big></center>	<center><big><big><b>नराञ्जयामि</b></big></big><br><big>narān + jayāmi → narāñjayāmi</big><br><br><b>न् becomes the corresponding nasal before a voiced palatal or cerebral</b><br>न् becomes ञ् before ज् झ्, and ण् before ड् ढ् — the nasal of the following consonant's class.</center>
external_consonant_sandhi:n_nasal:tān+janān	<center><big><big><big>तान् जनान्</big></big></big></center>	<center><big><big><b>ताञ्जनान्</b></big></big><br><big>tān + janān → tāñjanān</big><br><br><b>न् becomes the corresponding nasal before a voiced palatal or cerebral</b><br>न् becomes ञ् before ज् झ्, and ण् before ड् ढ् — the nasal of the following consonant's class.</center>
external_consonant_sandhi:n_nasal:tān+ḍhaukate	<center><big><big><big>तान् ढौकते</big></big></big></center>	<center><big><big><b>ताण्ढौकते</b></big></big><br><big>tān + ḍhaukate → tāṇḍhaukate</big><br><br><b>न् becomes the corresponding nasal before a voiced palatal or cerebral</b><br>न् becomes ञ् before ज् झ्, and ण् before ड् ढ् — the nasal of the following consonant's class.</center>
external_consonant_sandhi:n_anusvara_sibilant:tān+titikṣasva	<center><big><big><big>तान् तितिक्षस्व</big></big></big></center>	<center><big><big><b>तांस्तितिक्षस्व</b></big></big><br><big>tān + titikṣasva → tāṃstitikṣasva</big><br><br><b>न् becomes anusvāra + the corresponding sibilant before a voiceless palatal, cerebral or dental</b><br>A sibilant is inserted at the place of the following sound — श् before च् छ्, ष् before ट् ठ्, स् before त् थ् — and the न् becomes anusvāra before it.</center>
external_consonant_sandhi:n_anusvara_sibilant:tān+caranti	<center><big><big><big>तान् चरन्ति</big></big></big></center>	<center><big><big><b>तांश्चरन्ति</b></big></big><br><big>tān + caranti → tāṃścaranti</big><br><br><b>न् becomes anusvāra + the corresponding sibilant before a voiceless palatal, cerebral or dental</b><br>A sibilant is inserted at the place of the following sound — श् before च् छ्, ष् before ट् ठ्, स् before त् थ् — and the न् becomes anusvāra before it.</center>
external_consonant_sandhi:n_anusvara_sibilant:kasmin+cit	<center><big><big><big>कस्मिन् चित्</big></big></big></center>	<center><big><big><b>कस्मिंश्चित्</b></big></big><br><big>kasmin + cit → kasmiṃścit</big><br><br><b>न् becomes anusvāra + the corresponding sibilant before a voiceless palatal, cerebral or dental</b><br>A sibilant is inserted at the place of the following sound — श् before च् छ्, ष् before ट् ठ्, स् before त् थ् — and the न् becomes anusvāra before it.</center>
external_consonant_sandhi:n_anusvara_sibilant:bhavān+tiṣṭhati	<center><big><big><big>भवान् तिष्ठति</big></big></big></center>	<center><big><big><b>भवांस्तिष्ठति</b></big></big><br><big>bhavān + tiṣṭhati → bhavāṃstiṣṭhati</big><br><br><b>न् becomes anusvāra + the corresponding sibilant before a voiceless palatal, cerebral or dental</b><br>A sibilant is inserted at the place of the following sound — श् before च् छ्, ष् before ट् ठ्, स् before त् थ् — and the न् becomes anusvāra before it.</center>
external_consonant_sandhi:n_l:etān+lokān	<center><big><big><big>एतान् लोकान्</big></big></big></center>	<center><big><big><b>एतांल्लोकान्</b></big></big><br><big>etān + lokān → etāṃllokān</big><br><br><b>न् + ल् → anusvāra + ल्</b><br>The न् assimilates to the ल् but its nasality survives as the anusvāra written before it.</center>
external_consonant_sandhi:n_l:trīn+lokān	<center><big><big><big>त्रीन् लोकान्</big></big></big></center>	<center><big><big><b>त्रींल्लोकान्</b></big></big><br><big>trīn + lokān → trīṃllokān</big><br><br><b>न् + ल् → anusvāra + ल्</b><br>The न् assimilates to the ल् but its nasality survives as the anusvāra written before it.</center>
external_consonant_sandhi:n_l:tān+labhante	<center><big><big><big>तान् लभन्ते</big></big></big></center>	<center><big><big><b>तांल्लभन्ते</b></big></big><br><big>tān + labhante → tāṃllabhante</big><br><br><b>न् + ल् → anusvāra + ल्</b><br>The न् assimilates to the ल् but its nasality survives as the anusvāra written before it.</center>
external_consonant_sandhi:n_l:tān+lokān	<center><big><big><big>तान् लोकान्</big></big></big></center>	<center><big><big><b>तांल्लोकान्</b></big></big><br><big>tān + lokān → tāṃllokān</big><br><br><b>न् + ल् → anusvāra + ल्</b><br>The न् assimilates to the ल् but its nasality survives as the anusvāra written before it.</center>
external_consonant_sandhi:nasal_doubling:hasan+iva	<center><big><big><big>हसन् इव</big></big></big></center>	<center><big><big><b>हसन्निव</b></big></big><br><big>hasan + iva → hasanniva</big><br><br><b>ङ् ण् न् double after a short vowel before a vowel</b><br>A final nasal preceded by a SHORT vowel doubles when the next word begins with any vowel. After a long vowel there is no doubling.</center>
external_consonant_sandhi:nasal_doubling:patan+iha	<center><big><big><big>पतन् इह</big></big></big></center>	<center><big><big><b>पतन्निह</b></big></big><br><big>patan + iha → patanniha</big><br><br><b>ङ् ण् न् double after a short vowel before a vowel</b><br>A final nasal preceded by a SHORT vowel doubles when the next word begins with any vowel. After a long vowel there is no doubling.</center>
external_consonant_sandhi:nasal_doubling:tasmin+eva	<center><big><big><big>तस्मिन् एव</big></big></big></center>	<center><big><big><b>तस्मिन्नेव</b></big></big><br><big>tasmin + eva → tasminneva</big><br><br><b>ङ् ण् न् double after a short vowel before a vowel</b><br>A final nasal preceded by a SHORT vowel doubles when the next word begins with any vowel. After a long vowel there is no doubling.</center>
external_consonant_sandhi:nasal_doubling:pratyaṅ+udeṣi	<center><big><big><big>प्रत्यङ् उदेषि</big></big></big></center>	<center><big><big><b>प्रत्यङ्ङुदेषि</b></big></big><br><big>pratyaṅ + udeṣi → pratyaṅṅudeṣi</big><br><br><b>ङ् ण् न् double after a short vowel before a vowel</b><br>A final nasal preceded by a SHORT vowel doubles when the next word begins with any vowel. After a long vowel there is no doubling.</center>
external_consonant_sandhi:nasal_doubling:etān+iha	<center><big><big><big>एतान् इह</big></big></big></center>	<center><big><big><b>एतानिह</b></big></big><br><big>etān + iha → etāniha</big><br><br><b>No doubling after a LONG vowel</b><br>The doubling needs a SHORT vowel before the nasal. एतान् has ā, so its न् does not double — it simply joins the following vowel. Contrast हसन् (short अ) + इव → हसन्निव.</center>
external_consonant_sandhi:stop_ha:tasmāt+hi	<center><big><big><big>तस्मात् हि</big></big></big></center>	<center><big><big><b>तस्माद्धि</b></big></big><br><big>tasmāt + hi → tasmāddhi</big><br><br><b>Before ह्, the final voices and the ह् becomes the matching voiced aspirate</b><br>The final becomes the voiced consonant of its own class, and the ह् becomes that class's voiced aspirate: क्+ह् → ग्घ्, ट्+ह् → ड्ढ्, त्+ह् → द्ध्, प्+ह् → ब्भ्.</center>
external_consonant_sandhi:stop_ha:vāk+hi	<center><big><big><big>वाक् हि</big></big></big><br><small>(वाक् ← वाच्)</small></center>	<center><big><big><b>वाग्घि</b></big></big><br><big>vāk + hi → vāgghi</big><br><br><b>Before ह्, the final voices and the ह् becomes the matching voiced aspirate</b><br>The final becomes the voiced consonant of its own class, and the ह् becomes that class's voiced aspirate: क्+ह् → ग्घ्, ट्+ह् → ड्ढ्, त्+ह् → द्ध्, प्+ह् → ब्भ्.</center>
external_consonant_sandhi:stop_ha:ṣaṭ+hi	<center><big><big><big>षट् हि</big></big></big><br><small>(षट् ← षष्)</small></center>	<center><big><big><b>षड्ढि</b></big></big><br><big>ṣaṭ + hi → ṣaḍḍhi</big><br><br><b>Before ह्, the final voices and the ह् becomes the matching voiced aspirate</b><br>The final becomes the voiced consonant of its own class, and the ह् becomes that class's voiced aspirate: क्+ह् → ग्घ्, ट्+ह् → ड्ढ्, त्+ह् → द्ध्, प्+ह् → ब्भ्.</center>
external_consonant_sandhi:stop_ha:tat+hi	<center><big><big><big>तत् हि</big></big></big><br><small>(तत् ← तद्)</small></center>	<center><big><big><b>तद्धि</b> &nbsp;/&nbsp; <b>तद् हि</b></big></big><br><big>tat + hi → taddhi / tad hi</big><br><br><b>Before ह्, the final voices and the ह् becomes the matching voiced aspirate</b><br>The final becomes the voiced consonant of its own class, and the ह् becomes that class's voiced aspirate: क्+ह् → ग्घ्, ट्+ह् → ड्ढ्, त्+ह् → द्ध्, प्+ह् → ब्भ्.</center>
external_consonant_sandhi:cha_doubling:śiva+chāyā	<center><big><big><big>शिव छाया</big></big></big></center>	<center><big><big><b>शिवच्छाया</b></big></big><br><big>śiva + chāyā → śivacchāyā</big><br><br><b>Initial छ् becomes च्छ् after a vowel</b><br>A word-initial छ् doubles to च्छ् after a short vowel. After a long vowel the doubling is optional.</center>
external_consonant_sandhi:cha_doubling:mama+chāyā	<center><big><big><big>मम छाया</big></big></big></center>	<center><big><big><b>ममच्छाया</b></big></big><br><big>mama + chāyā → mamacchāyā</big><br><br><b>Initial छ् becomes च्छ् after a vowel</b><br>A word-initial छ् doubles to च्छ् after a short vowel. After a long vowel the doubling is optional.</center>
external_consonant_sandhi:cha_doubling:snigdha+chāyā	<center><big><big><big>स्निग्ध छाया</big></big></big></center>	<center><big><big><b>स्निग्धच्छाया</b></big></big><br><big>snigdha + chāyā → snigdhacchāyā</big><br><br><b>Initial छ् becomes च्छ् after a vowel</b><br>A word-initial छ् doubles to च्छ् after a short vowel. After a long vowel the doubling is optional.</center>
external_consonant_sandhi:cha_doubling:nadī+chāyā	<center><big><big><big>नदी छाया</big></big></big></center>	<center><big><big><b>नदीच्छाया</b> &nbsp;/&nbsp; <b>नदी छाया</b></big></big><br><big>nadī + chāyā → nadīcchāyā / nadī chāyā</big><br><br><b>Initial छ् becomes च्छ् after a vowel</b><br>A word-initial छ् doubles to च्छ् after a short vowel. After a long vowel the doubling is optional.</center>
