#separator:Tab
#html:true
#deck:🕉️ Sanskrit Vowel Sandhi (Splitting)
#notetype:Basic
#columns:Key	Front	Back
#guid column:1
vowel_sandhi_split:guna:mahā+utsava	<center><big><big><big>महोत्सव</big></big></big></center>	<center><big><big><b>महा + उत्सव</b></big></big><br><big>mahotsava → mahā + utsava</big><br><br><b>Guṇa sandhi (गुण)</b><br>a/ā followed by a dissimilar simple vowel becomes the guṇa vowel: +i/ī→e, +u/ū→o, +ṛ/ṝ→ar.<br><small>(sandhi within a compound)</small></center>
vowel_sandhi_split:guna:hita+upadeśa	<center><big><big><big>हितोपदेश</big></big></big></center>	<center><big><big><b>हित + उपदेश</b></big></big><br><big>hitopadeśa → hita + upadeśa</big><br><br><b>Guṇa sandhi (गुण)</b><br>a/ā followed by a dissimilar simple vowel becomes the guṇa vowel: +i/ī→e, +u/ū→o, +ṛ/ṝ→ar.<br><small>(sandhi within a compound)</small></center>
vowel_sandhi_split:guna:deva+ṛṣi	<center><big><big><big>देवर्षि</big></big></big></center>	<center><big><big><b>देव + ऋषि</b></big></big><br><big>devarṣi → deva + ṛṣi</big><br><br><b>Guṇa sandhi (गुण)</b><br>a/ā followed by a dissimilar simple vowel becomes the guṇa vowel: +i/ī→e, +u/ū→o, +ṛ/ṝ→ar.<br><small>(sandhi within a compound)</small></center>
vowel_sandhi_split:guna:mahā+ṛṣi	<center><big><big><big>महर्षि</big></big></big></center>	<center><big><big><b>महा + ऋषि</b></big></big><br><big>maharṣi → mahā + ṛṣi</big><br><br><b>Guṇa sandhi (गुण)</b><br>a/ā followed by a dissimilar simple vowel becomes the guṇa vowel: +i/ī→e, +u/ū→o, +ṛ/ṝ→ar.<br><small>(sandhi within a compound)</small></center>
vowel_sandhi_split:vrddhi:eka+eka	<center><big><big><big>एकैक</big></big></big></center>	<center><big><big><b>एक + एक</b></big></big><br><big>ekaika → eka + eka</big><br><br><b>Vṛddhi sandhi (वृद्धि)</b><br>a/ā followed by a compound vowel becomes the vṛddhi vowel: +e→ai, +o→au.<br><small>(sandhi within a compound)</small></center>
vowel_sandhi_split:vrddhi:sadā+eva	<center><big><big><big>सदैव</big></big></big></center>	<center><big><big><b>सदा + एव</b></big></big><br><big>sadaiva → sadā + eva</big><br><br><b>Vṛddhi sandhi (वृद्धि)</b><br>a/ā followed by a compound vowel becomes the vṛddhi vowel: +e→ai, +o→au.<br><small>(sandhi between two separate words)</small></center>
vowel_sandhi_split:vrddhi:tathā+eva	<center><big><big><big>तथैव</big></big></big></center>	<center><big><big><b>तथा + एव</b></big></big><br><big>tathaiva → tathā + eva</big><br><br><b>Vṛddhi sandhi (वृद्धि)</b><br>a/ā followed by a compound vowel becomes the vṛddhi vowel: +e→ai, +o→au.<br><small>(sandhi between two separate words)</small></center>
vowel_sandhi_split:vrddhi:na+eva	<center><big><big><big>नैव</big></big></big></center>	<center><big><big><b>न + एव</b></big></big><br><big>naiva → na + eva</big><br><br><b>Vṛddhi sandhi (वृद्धि)</b><br>a/ā followed by a compound vowel becomes the vṛddhi vowel: +e→ai, +o→au.<br><small>(sandhi between two separate words)</small></center>
vowel_sandhi_split:vrddhi:jala+ogha	<center><big><big><big>जलौघ</big></big></big></center>	<center><big><big><b>जल + ओघ</b></big></big><br><big>jalaugha → jala + ogha</big><br><br><b>Vṛddhi sandhi (वृद्धि)</b><br>a/ā followed by a compound vowel becomes the vṛddhi vowel: +e→ai, +o→au.<br><small>(sandhi within a compound)</small></center>
vowel_sandhi_split:vrddhi:mahā+oṣadhi	<center><big><big><big>महौषधि</big></big></big></center>	<center><big><big><b>महा + ओषधि</b></big></big><br><big>mahauṣadhi → mahā + oṣadhi</big><br><br><b>Vṛddhi sandhi (वृद्धि)</b><br>a/ā followed by a compound vowel becomes the vṛddhi vowel: +e→ai, +o→au.<br><small>(sandhi within a compound)</small></center>
vowel_sandhi_split:vrddhi:ca+eva	<center><big><big><big>चैव</big></big></big></center>	<center><big><big><b>च + एव</b></big></big><br><big>caiva → ca + eva</big><br><br><b>Vṛddhi sandhi (वृद्धि)</b><br>a/ā followed by a compound vowel becomes the vṛddhi vowel: +e→ai, +o→au.<br><small>(sandhi between two separate words)</small></center>
vowel_sandhi_split:vrddhi:bimba+oṣṭha	<center><big><big><big>बिम्बौष्ठ</big></big></big></center>	<center><big><big><b>बिम्ब + ओष्ठ</b></big></big><br><big>bimbauṣṭha → bimba + oṣṭha</big><br><br><b>Vṛddhi sandhi (वृद्धि)</b><br>a/ā followed by a compound vowel becomes the vṛddhi vowel: +e→ai, +o→au.<br><small>(sandhi within a compound)</small></center>
vowel_sandhi_split:vrddhi:mahā+aiśvarya	<center><big><big><big>महैश्वर्य</big></big></big></center>	<center><big><big><b>महा + ऐश्वर्य</b></big></big><br><big>mahaiśvarya → mahā + aiśvarya</big><br><br><b>Vṛddhi sandhi (वृद्धि)</b><br>a/ā followed by a compound vowel becomes the vṛddhi vowel: +e→ai, +o→au.<br><small>(sandhi within a compound)</small></center>
vowel_sandhi_split:vrddhi:mahā+audārya	<center><big><big><big>महौदार्य</big></big></big></center>	<center><big><big><b>महा + औदार्य</b></big></big><br><big>mahaudārya → mahā + audārya</big><br><br><b>Vṛddhi sandhi (वृद्धि)</b><br>a/ā followed by a compound vowel becomes the vṛddhi vowel: +e→ai, +o→au.<br><small>(sandhi within a compound)</small></center>
vowel_sandhi_split:yan:prati+akṣa	<center><big><big><big>प्रत्यक्ष</big></big></big></center>	<center><big><big><b>प्रति + अक्ष</b></big></big><br><big>pratyakṣa → prati + akṣa</big><br><br><b>Yaṇ sandhi (यण्)</b><br>i/ī, u/ū, ṛ/ṝ before a dissimilar vowel become the semivowels y, v, r respectively (the second vowel is kept).<br><small>(sandhi within a single word)</small></center>
vowel_sandhi_split:yan:iti+ādi	<center><big><big><big>इत्यादि</big></big></big></center>	<center><big><big><b>इति + आदि</b></big></big><br><big>ityādi → iti + ādi</big><br><br><b>Yaṇ sandhi (यण्)</b><br>i/ī, u/ū, ṛ/ṝ before a dissimilar vowel become the semivowels y, v, r respectively (the second vowel is kept).<br><small>(sandhi within a compound)</small></center>
vowel_sandhi_split:yan:prati+eka	<center><big><big><big>प्रत्येक</big></big></big></center>	<center><big><big><b>प्रति + एक</b></big></big><br><big>pratyeka → prati + eka</big><br><br><b>Yaṇ sandhi (यण्)</b><br>i/ī, u/ū, ṛ/ṝ before a dissimilar vowel become the semivowels y, v, r respectively (the second vowel is kept).<br><small>(sandhi within a single word)</small></center>
vowel_sandhi_split:yan:su+alpa	<center><big><big><big>स्वल्प</big></big></big></center>	<center><big><big><b>सु + अल्प</b></big></big><br><big>svalpa → su + alpa</big><br><br><b>Yaṇ sandhi (यण्)</b><br>i/ī, u/ū, ṛ/ṝ before a dissimilar vowel become the semivowels y, v, r respectively (the second vowel is kept).<br><small>(sandhi within a single word)</small></center>
vowel_sandhi_split:yan:su+āgata	<center><big><big><big>स्वागत</big></big></big></center>	<center><big><big><b>सु + आगत</b></big></big><br><big>svāgata → su + āgata</big><br><br><b>Yaṇ sandhi (यण्)</b><br>i/ī, u/ū, ṛ/ṝ before a dissimilar vowel become the semivowels y, v, r respectively (the second vowel is kept).<br><small>(sandhi within a single word)</small></center>
vowel_sandhi_split:yan:anu+aya	<center><big><big><big>अन्वय</big></big></big></center>	<center><big><big><b>अनु + अय</b></big></big><br><big>anvaya → anu + aya</big><br><br><b>Yaṇ sandhi (यण्)</b><br>i/ī, u/ū, ṛ/ṝ before a dissimilar vowel become the semivowels y, v, r respectively (the second vowel is kept).<br><small>(sandhi within a single word)</small></center>
vowel_sandhi_split:yan:nanu+eva	<center><big><big><big>नन्वेव</big></big></big></center>	<center><big><big><b>ननु + एव</b></big></big><br><big>nanveva → nanu + eva</big><br><br><b>Yaṇ sandhi (यण्)</b><br>i/ī, u/ū, ṛ/ṝ before a dissimilar vowel become the semivowels y, v, r respectively (the second vowel is kept).<br><small>(sandhi between two separate words)</small></center>
vowel_sandhi_split:yan:madhu+iva	<center><big><big><big>मध्विव</big></big></big></center>	<center><big><big><b>मधु + इव</b></big></big><br><big>madhviva → madhu + iva</big><br><br><b>Yaṇ sandhi (यण्)</b><br>i/ī, u/ū, ṛ/ṝ before a dissimilar vowel become the semivowels y, v, r respectively (the second vowel is kept).<br><small>(sandhi between two separate words)</small></center>
vowel_sandhi_split:yan:pitṛ+artha	<center><big><big><big>पित्रर्थ</big></big></big></center>	<center><big><big><b>पितृ + अर्थ</b></big></big><br><big>pitrartha → pitṛ + artha</big><br><br><b>Yaṇ sandhi (यण्)</b><br>i/ī, u/ū, ṛ/ṝ before a dissimilar vowel become the semivowels y, v, r respectively (the second vowel is kept).<br><small>(sandhi within a compound)</small></center>
vowel_sandhi_split:ayadi:ne+ana	<center><big><big><big>नयन</big></big></big></center>	<center><big><big><b>ने + अन</b></big></big><br><big>nayana → ne + ana</big><br><br><b>Ayādi sandhi (अयादि)</b><br>A compound vowel before another vowel becomes ay/āy/av/āv (e→ay, ai→āy, o→av, au→āv).<br><small>(sandhi within a single word)</small></center>
vowel_sandhi_split:ayadi:gai+aka	<center><big><big><big>गायक</big></big></big></center>	<center><big><big><b>गै + अक</b></big></big><br><big>gāyaka → gai + aka</big><br><br><b>Ayādi sandhi (अयादि)</b><br>A compound vowel before another vowel becomes ay/āy/av/āv (e→ay, ai→āy, o→av, au→āv).<br><small>(sandhi within a single word)</small></center>
vowel_sandhi_split:ayadi:bho+ana	<center><big><big><big>भवन</big></big></big></center>	<center><big><big><b>भो + अन</b></big></big><br><big>bhavana → bho + ana</big><br><br><b>Ayādi sandhi (अयादि)</b><br>A compound vowel before another vowel becomes ay/āy/av/āv (e→ay, ai→āy, o→av, au→āv).<br><small>(sandhi within a single word)</small></center>
vowel_sandhi_split:ayadi:nau+ika	<center><big><big><big>नाविक</big></big></big></center>	<center><big><big><b>नौ + इक</b></big></big><br><big>nāvika → nau + ika</big><br><br><b>Ayādi sandhi (अयादि)</b><br>A compound vowel before another vowel becomes ay/āy/av/āv (e→ay, ai→āy, o→av, au→āv).<br><small>(sandhi within a single word)</small></center>
vowel_sandhi_split:ayadi:śe+ana	<center><big><big><big>शयन</big></big></big></center>	<center><big><big><b>शे + अन</b></big></big><br><big>śayana → śe + ana</big><br><br><b>Ayādi sandhi (अयादि)</b><br>A compound vowel before another vowel becomes ay/āy/av/āv (e→ay, ai→āy, o→av, au→āv).<br><small>(sandhi within a single word)</small></center>
vowel_sandhi_split:ayadi:nai+aka	<center><big><big><big>नायक</big></big></big></center>	<center><big><big><b>नै + अक</b></big></big><br><big>nāyaka → nai + aka</big><br><br><b>Ayādi sandhi (अयादि)</b><br>A compound vowel before another vowel becomes ay/āy/av/āv (e→ay, ai→āy, o→av, au→āv).<br><small>(sandhi within a single word)</small></center>
vowel_sandhi_split:ayadi:po+ana	<center><big><big><big>पवन</big></big></big></center>	<center><big><big><b>पो + अन</b></big></big><br><big>pavana → po + ana</big><br><br><b>Ayādi sandhi (अयादि)</b><br>A compound vowel before another vowel becomes ay/āy/av/āv (e→ay, ai→āy, o→av, au→āv).<br><small>(sandhi within a single word)</small></center>
vowel_sandhi_split:ayadi:pau+aka	<center><big><big><big>पावक</big></big></big></center>	<center><big><big><b>पौ + अक</b></big></big><br><big>pāvaka → pau + aka</big><br><br><b>Ayādi sandhi (अयादि)</b><br>A compound vowel before another vowel becomes ay/āy/av/āv (e→ay, ai→āy, o→av, au→āv).<br><small>(sandhi within a single word)</small></center>
