#separator:Tab
#html:true
#deck:🕉️ Sanskrit Internal Consonant Sandhi (Splitting)
#notetype:Basic
#columns:Key	Front	Back
#guid column:1
internal_consonant_sandhi_split:satva:havis+i	<center><big><big><big>हवींषि</big></big></big></center>	<center><big><big><b>हविस् + इ</b></big></big><br><big>havīṃṣi → havis + i</big><br><br><b>स् becomes ष् after any vowel except अ/आ, or after क् or र्</b><br>Three things must hold: (1) the sound just before the स् is a vowel other than अ/आ, or क-varga, र् or ल्; (2) the स् is neither word-final nor followed by र् (so तिस्रः and तमिस्र keep their स्); (3) only anusvāra, visarga or a sibilant may intervene. Note the contrast with ṇatva, which reaches across vowels, क-varga, प-varga, य् व् and ह् — here the trigger must otherwise be immediately adjacent. हिंस् and पुंस् are lexical exceptions.<br><br><small>trigger ई · through the anusvāra</small></center>
internal_consonant_sandhi_split:natva:brahman+ā	<center><big><big><big>ब्रह्मणा</big></big></big></center>	<center><big><big><b>ब्रह्मन् + आ</b></big></big><br><big>brahmaṇā → brahman + ā</big><br><br><b>न् becomes ण् after र् ऋ ॠ or ष् in the same word</b><br>Three things must all hold: (1) a trigger — र् ऋ ॠ or ष् — earlier in the same word; (2) the न् is followed by a vowel or by न् म् य् व्; (3) only vowels, क-varga, प-varga, य् व् ह् or anusvāra stand in between. Any other intervening sound — a palatal, cerebral, dental, ल् श् or स् — blocks it.<br><br><small>trigger र् · through अ ह् म् (ह् + प-varga) · न् before आ</small></center>
internal_consonant_sandhi_split:natva:rāma+ena	<center><big><big><big>रामेण</big></big></big></center>	<center><big><big><b>राम + एन</b></big></big><br><big>rāmeṇa → rāma + ena</big><br><br><b>न् becomes ण् after र् ऋ ॠ or ष् in the same word</b><br>Three things must all hold: (1) a trigger — र् ऋ ॠ or ष् — earlier in the same word; (2) the न् is followed by a vowel or by न् म् य् व्; (3) only vowels, क-varga, प-varga, य् व् ह् or anusvāra stand in between. Any other intervening sound — a palatal, cerebral, dental, ल् श् or स् — blocks it.<br><br><small>trigger र् · through आ म् ए (प-varga + vowels) · न् before अ</small></center>
internal_consonant_sandhi_split:natva:viṣa+ena	<center><big><big><big>विषेण</big></big></big></center>	<center><big><big><b>विष + एन</b></big></big><br><big>viṣeṇa → viṣa + ena</big><br><br><b>न् becomes ण् after र् ऋ ॠ or ष् in the same word</b><br>Three things must all hold: (1) a trigger — र् ऋ ॠ or ष् — earlier in the same word; (2) the न् is followed by a vowel or by न् म् य् व्; (3) only vowels, क-varga, प-varga, य् व् ह् or anusvāra stand in between. Any other intervening sound — a palatal, cerebral, dental, ल् श् or स् — blocks it.<br><br><small>trigger ष् · through ए (vowel) · न् before अ</small></center>
internal_consonant_sandhi_split:natva:guru+nā	<center><big><big><big>गुरुणा</big></big></big></center>	<center><big><big><b>गुरु + ना</b></big></big><br><big>guruṇā → guru + nā</big><br><br><b>न् becomes ण् after र् ऋ ॠ or ष् in the same word</b><br>Three things must all hold: (1) a trigger — र् ऋ ॠ or ष् — earlier in the same word; (2) the न् is followed by a vowel or by न् म् य् व्; (3) only vowels, क-varga, प-varga, य् व् ह् or anusvāra stand in between. Any other intervening sound — a palatal, cerebral, dental, ल् श् or स् — blocks it.<br><br><small>trigger र् · through उ (vowel) · न् before आ</small></center>
internal_consonant_sandhi_split:natva:mṛga+ānām	<center><big><big><big>मृगाणाम्</big></big></big></center>	<center><big><big><b>मृग + आनाम्</b></big></big><br><big>mṛgāṇām → mṛga + ānām</big><br><br><b>न् becomes ण् after र् ऋ ॠ or ष् in the same word</b><br>Three things must all hold: (1) a trigger — र् ऋ ॠ or ष् — earlier in the same word; (2) the न् is followed by a vowel or by न् म् य् व्; (3) only vowels, क-varga, प-varga, य् व् ह् or anusvāra stand in between. Any other intervening sound — a palatal, cerebral, dental, ल् श् or स् — blocks it.<br><br><small>trigger ऋ · through ग् आ (क-varga + vowel) · न् before आ</small></center>
internal_consonant_sandhi_split:natva:kārya+āni	<center><big><big><big>कार्याणि</big></big></big></center>	<center><big><big><b>कार्य + आनि</b></big></big><br><big>kāryāṇi → kārya + āni</big><br><br><b>न् becomes ण् after र् ऋ ॠ or ष् in the same word</b><br>Three things must all hold: (1) a trigger — र् ऋ ॠ or ष् — earlier in the same word; (2) the न् is followed by a vowel or by न् म् य् व्; (3) only vowels, क-varga, प-varga, य् व् ह् or anusvāra stand in between. Any other intervening sound — a palatal, cerebral, dental, ल् श् or स् — blocks it.<br><br><small>trigger र् · through य् आ (य् + vowel) · न् before इ</small></center>
internal_consonant_sandhi_split:natva:sarva+āni	<center><big><big><big>सर्वाणि</big></big></big></center>	<center><big><big><b>सर्व + आनि</b></big></big><br><big>sarvāṇi → sarva + āni</big><br><br><b>न् becomes ण् after र् ऋ ॠ or ष् in the same word</b><br>Three things must all hold: (1) a trigger — र् ऋ ॠ or ष् — earlier in the same word; (2) the न् is followed by a vowel or by न् म् य् व्; (3) only vowels, क-varga, प-varga, य् व् ह् or anusvāra stand in between. Any other intervening sound — a palatal, cerebral, dental, ल् श् or स् — blocks it.<br><br><small>trigger र् · through व् आ (व् + vowel) · न् before इ</small></center>
internal_consonant_sandhi_split:natva:bṛṃh+ana	<center><big><big><big>बृंहण</big></big></big></center>	<center><big><big><b>बृंह् + अन</b></big></big><br><big>bṛṃhaṇa → bṛṃh + ana</big><br><br><b>न् becomes ण् after र् ऋ ॠ or ष् in the same word</b><br>Three things must all hold: (1) a trigger — र् ऋ ॠ or ष् — earlier in the same word; (2) the न् is followed by a vowel or by न् म् य् व्; (3) only vowels, क-varga, प-varga, य् व् ह् or anusvāra stand in between. Any other intervening sound — a palatal, cerebral, dental, ल् श् or स् — blocks it.<br><br><small>trigger ऋ · through ं ह् अ (anusvāra + ह्) · न् before अ</small></center>
internal_consonant_sandhi_split:natva:car+ana	<center><big><big><big>चरण</big></big></big></center>	<center><big><big><b>चर् + अन</b></big></big><br><big>caraṇa → car + ana</big><br><br><b>न् becomes ण् after र् ऋ ॠ or ष् in the same word</b><br>Three things must all hold: (1) a trigger — र् ऋ ॠ or ष् — earlier in the same word; (2) the न् is followed by a vowel or by न् म् य् व्; (3) only vowels, क-varga, प-varga, य् व् ह् or anusvāra stand in between. Any other intervening sound — a palatal, cerebral, dental, ल् श् or स् — blocks it.<br><br><small>trigger र् · through अ (vowel) · न् before अ — condition 2 is met</small></center>
