#separator:Tab
#html:true
#deck:🕉️ Sanskrit Visarga Sandhi (Splitting)
#notetype:Basic
#columns:Key	Front	Back
#guid column:1
visarga_sandhi_split:as_o_avagraha:bālaḥ+agacchat	<center><big><big><big>बालोऽगच्छत्</big></big></big></center>	<center><big><big><b>बालः + अगच्छत्</b></big></big><br><big>bālo 'gacchat → bālaḥ + agacchat</big><br><small>(बालः ← बालस्)</small><br><br><b>-aḥ + a- → -o (the a is elided, marked by an avagraha ऽ)</b><br>Before a short initial a, -aḥ becomes -o and that a is dropped; the elision is marked with an avagraha (ऽ).</center>
visarga_sandhi_split:as_a_vowel:naraḥ+icchati	<center><big><big><big>नर इच्छति</big></big></big></center>	<center><big><big><b>नरः + इच्छति</b></big></big><br><big>nara icchati → naraḥ + icchati</big><br><small>(नरः ← नरस्)</small><br><br><b>-aḥ → -a before another vowel (hiatus remains)</b><br>Before any vowel other than short a, -aḥ loses its visarga, leaving -a; the resulting hiatus is kept and not further combined.</center>
visarga_sandhi_split:as_a_vowel:devaḥ+iha	<center><big><big><big>देव इह</big></big></big></center>	<center><big><big><b>देवः + इह</b></big></big><br><big>deva iha → devaḥ + iha</big><br><small>(देवः ← देवस्)</small><br><br><b>-aḥ → -a before another vowel (hiatus remains)</b><br>Before any vowel other than short a, -aḥ loses its visarga, leaving -a; the resulting hiatus is kept and not further combined.</center>
visarga_sandhi_split:as_a_vowel:bālaḥ+āgacchati	<center><big><big><big>बाल आगच्छति</big></big></big></center>	<center><big><big><b>बालः + आगच्छति</b></big></big><br><big>bāla āgacchati → bālaḥ + āgacchati</big><br><small>(बालः ← बालस्)</small><br><br><b>-aḥ → -a before another vowel (hiatus remains)</b><br>Before any vowel other than short a, -aḥ loses its visarga, leaving -a; the resulting hiatus is kept and not further combined.</center>
visarga_sandhi_split:as_a_vowel:rāmaḥ+uvāca	<center><big><big><big>राम उवाच</big></big></big></center>	<center><big><big><b>रामः + उवाच</b></big></big><br><big>rāma uvāca → rāmaḥ + uvāca</big><br><small>(रामः ← रामस्)</small><br><br><b>-aḥ → -a before another vowel (hiatus remains)</b><br>Before any vowel other than short a, -aḥ loses its visarga, leaving -a; the resulting hiatus is kept and not further combined.</center>
visarga_sandhi_split:as_a_vowel:śivaḥ+eva	<center><big><big><big>शिव एव</big></big></big></center>	<center><big><big><b>शिवः + एव</b></big></big><br><big>śiva eva → śivaḥ + eva</big><br><small>(शिवः ← शिवस्)</small><br><br><b>-aḥ → -a before another vowel (hiatus remains)</b><br>Before any vowel other than short a, -aḥ loses its visarga, leaving -a; the resulting hiatus is kept and not further combined.</center>
visarga_sandhi_split:aas_aa:narāḥ+gacchanti	<center><big><big><big>नरा गच्छन्ति</big></big></big></center>	<center><big><big><b>नराः + गच्छन्ति</b></big></big><br><big>narā gacchanti → narāḥ + gacchanti</big><br><small>(नराः ← नरास्)</small><br><br><b>-āḥ → -ā before any voiced sound</b><br>A word-final -āḥ (from -ās) drops the visarga to -ā before any voiced sound, vowel or consonant. It never becomes -o; a hiatus before a vowel is kept.</center>
visarga_sandhi_split:aas_aa:narāḥ+icchanti	<center><big><big><big>नरा इच्छन्ति</big></big></big></center>	<center><big><big><b>नराः + इच्छन्ति</b></big></big><br><big>narā icchanti → narāḥ + icchanti</big><br><small>(नराः ← नरास्)</small><br><br><b>-āḥ → -ā before any voiced sound</b><br>A word-final -āḥ (from -ās) drops the visarga to -ā before any voiced sound, vowel or consonant. It never becomes -o; a hiatus before a vowel is kept.</center>
visarga_sandhi_split:aas_aa:devāḥ+vadanti	<center><big><big><big>देवा वदन्ति</big></big></big></center>	<center><big><big><b>देवाः + वदन्ति</b></big></big><br><big>devā vadanti → devāḥ + vadanti</big><br><small>(देवाः ← देवास्)</small><br><br><b>-āḥ → -ā before any voiced sound</b><br>A word-final -āḥ (from -ās) drops the visarga to -ā before any voiced sound, vowel or consonant. It never becomes -o; a hiatus before a vowel is kept.</center>
visarga_sandhi_split:aas_aa:bālāḥ+āgacchanti	<center><big><big><big>बाला आगच्छन्ति</big></big></big></center>	<center><big><big><b>बालाः + आगच्छन्ति</b></big></big><br><big>bālā āgacchanti → bālāḥ + āgacchanti</big><br><small>(बालाः ← बालास्)</small><br><br><b>-āḥ → -ā before any voiced sound</b><br>A word-final -āḥ (from -ās) drops the visarga to -ā before any voiced sound, vowel or consonant. It never becomes -o; a hiatus before a vowel is kept.</center>
visarga_sandhi_split:aas_aa:aśvāḥ+dhāvanti	<center><big><big><big>अश्वा धावन्ति</big></big></big></center>	<center><big><big><b>अश्वाः + धावन्ति</b></big></big><br><big>aśvā dhāvanti → aśvāḥ + dhāvanti</big><br><small>(अश्वाः ← अश्वास्)</small><br><br><b>-āḥ → -ā before any voiced sound</b><br>A word-final -āḥ (from -ās) drops the visarga to -ā before any voiced sound, vowel or consonant. It never becomes -o; a hiatus before a vowel is kept.</center>
visarga_sandhi_split:visarga_r:agniḥ+asti	<center><big><big><big>अग्निर् अस्ति</big></big></big></center>	<center><big><big><b>अग्निः + अस्ति</b></big></big><br><big>agnir asti → agniḥ + asti</big><br><small>(अग्निः ← अग्निस्)</small><br><br><b>ḥ → r before a voiced sound</b><br>After any vowel except a/ā, the visarga becomes r before a voiced sound (vowel or consonant).</center>
visarga_sandhi_split:visarga_r:guruḥ+gacchati	<center><big><big><big>गुरुर् गच्छति</big></big></big></center>	<center><big><big><b>गुरुः + गच्छति</b></big></big><br><big>gurur gacchati → guruḥ + gacchati</big><br><small>(गुरुः ← गुरुस्)</small><br><br><b>ḥ → r before a voiced sound</b><br>After any vowel except a/ā, the visarga becomes r before a voiced sound (vowel or consonant).</center>
visarga_sandhi_split:visarga_r:kaviḥ+vadati	<center><big><big><big>कविर् वदति</big></big></big></center>	<center><big><big><b>कविः + वदति</b></big></big><br><big>kavir vadati → kaviḥ + vadati</big><br><small>(कविः ← कविस्)</small><br><br><b>ḥ → r before a voiced sound</b><br>After any vowel except a/ā, the visarga becomes r before a voiced sound (vowel or consonant).</center>
visarga_sandhi_split:visarga_r:hariḥ+eva	<center><big><big><big>हरिर् एव</big></big></big></center>	<center><big><big><b>हरिः + एव</b></big></big><br><big>harir eva → hariḥ + eva</big><br><small>(हरिः ← हरिस्)</small><br><br><b>ḥ → r before a voiced sound</b><br>After any vowel except a/ā, the visarga becomes r before a voiced sound (vowel or consonant).</center>
visarga_sandhi_split:visarga_r:muniḥ+āgacchati	<center><big><big><big>मुनिर् आगच्छति</big></big></big></center>	<center><big><big><b>मुनिः + आगच्छति</b></big></big><br><big>munir āgacchati → muniḥ + āgacchati</big><br><small>(मुनिः ← मुनिस्)</small><br><br><b>ḥ → r before a voiced sound</b><br>After any vowel except a/ā, the visarga becomes r before a voiced sound (vowel or consonant).</center>
visarga_sandhi_split:visarga_r:dhenuḥ+dugdham	<center><big><big><big>धेनुर् दुग्धम्</big></big></big></center>	<center><big><big><b>धेनुः + दुग्धम्</b></big></big><br><big>dhenur dugdham → dhenuḥ + dugdham</big><br><small>(धेनुः ← धेनुस्)</small><br><br><b>ḥ → r before a voiced sound</b><br>After any vowel except a/ā, the visarga becomes r before a voiced sound (vowel or consonant).</center>
visarga_sandhi_split:visarga_r_dropped:punaḥ+ramate	<center><big><big><big>पुना रमते</big></big></big></center>	<center><big><big><b>पुनः + रमते</b></big></big><br><big>punā ramate → punaḥ + ramate</big><br><small>(पुनः ← पुनर्)</small><br><br><b>ḥ before r-: the r is elided and the preceding short vowel lengthens</b><br>When the visarga would become r before an initial r-, the r is dropped and the preceding short vowel is lengthened, avoiding a double r.</center>
visarga_sandhi_split:visarga_r_dropped:hariḥ+rājate	<center><big><big><big>हरी राजते</big></big></big></center>	<center><big><big><b>हरिः + राजते</b></big></big><br><big>harī rājate → hariḥ + rājate</big><br><small>(हरिः ← हरिस्)</small><br><br><b>ḥ before r-: the r is elided and the preceding short vowel lengthens</b><br>When the visarga would become r before an initial r-, the r is dropped and the preceding short vowel is lengthened, avoiding a double r.</center>
visarga_sandhi_split:visarga_r_dropped:guruḥ+rohati	<center><big><big><big>गुरू रोहति</big></big></big></center>	<center><big><big><b>गुरुः + रोहति</b></big></big><br><big>gurū rohati → guruḥ + rohati</big><br><small>(गुरुः ← गुरुस्)</small><br><br><b>ḥ before r-: the r is elided and the preceding short vowel lengthens</b><br>When the visarga would become r before an initial r-, the r is dropped and the preceding short vowel is lengthened, avoiding a double r.</center>
visarga_sandhi_split:visarga_sibilant:naraḥ+carati	<center><big><big><big>नरश् चरति</big></big></big></center>	<center><big><big><b>नरः + चरति</b></big></big><br><big>naraś carati → naraḥ + carati</big><br><small>(नरः ← नरस्)</small><br><small>(also accepted: नरः चरति)</small><br><br><b>ḥ → ś / ṣ / s before a voiceless stop (visarga also retained)</b><br>Before a voiceless stop the visarga assimilates to the homorganic sibilant — ś before c/ch, ṣ before ṭ/ṭh, s before t/th. Retaining the plain visarga is also accepted; both forms are shown.</center>
visarga_sandhi_split:visarga_sibilant:rāmaḥ+ca	<center><big><big><big>रामश् च</big></big></big></center>	<center><big><big><b>रामः + च</b></big></big><br><big>rāmaś ca → rāmaḥ + ca</big><br><small>(रामः ← रामस्)</small><br><small>(also accepted: रामः च)</small><br><br><b>ḥ → ś / ṣ / s before a voiceless stop (visarga also retained)</b><br>Before a voiceless stop the visarga assimilates to the homorganic sibilant — ś before c/ch, ṣ before ṭ/ṭh, s before t/th. Retaining the plain visarga is also accepted; both forms are shown.</center>
visarga_sandhi_split:visarga_sibilant:naraḥ+chādayati	<center><big><big><big>नरश् छादयति</big></big></big></center>	<center><big><big><b>नरः + छादयति</b></big></big><br><big>naraś chādayati → naraḥ + chādayati</big><br><small>(नरः ← नरस्)</small><br><small>(also accepted: नरः छादयति)</small><br><br><b>ḥ → ś / ṣ / s before a voiceless stop (visarga also retained)</b><br>Before a voiceless stop the visarga assimilates to the homorganic sibilant — ś before c/ch, ṣ before ṭ/ṭh, s before t/th. Retaining the plain visarga is also accepted; both forms are shown.</center>
visarga_sandhi_split:visarga_sibilant:bālaḥ+tiṣṭhati	<center><big><big><big>बालस् तिष्ठति</big></big></big></center>	<center><big><big><b>बालः + तिष्ठति</b></big></big><br><big>bālas tiṣṭhati → bālaḥ + tiṣṭhati</big><br><small>(बालः ← बालस्)</small><br><small>(also accepted: बालः तिष्ठति)</small><br><br><b>ḥ → ś / ṣ / s before a voiceless stop (visarga also retained)</b><br>Before a voiceless stop the visarga assimilates to the homorganic sibilant — ś before c/ch, ṣ before ṭ/ṭh, s before t/th. Retaining the plain visarga is also accepted; both forms are shown.</center>
visarga_sandhi_split:visarga_sibilant:devaḥ+tarati	<center><big><big><big>देवस् तरति</big></big></big></center>	<center><big><big><b>देवः + तरति</b></big></big><br><big>devas tarati → devaḥ + tarati</big><br><small>(देवः ← देवस्)</small><br><small>(also accepted: देवः तरति)</small><br><br><b>ḥ → ś / ṣ / s before a voiceless stop (visarga also retained)</b><br>Before a voiceless stop the visarga assimilates to the homorganic sibilant — ś before c/ch, ṣ before ṭ/ṭh, s before t/th. Retaining the plain visarga is also accepted; both forms are shown.</center>
visarga_sandhi_split:visarga_sibilant:granthaḥ+ṭīkayā	<center><big><big><big>ग्रन्थष् टीकया</big></big></big></center>	<center><big><big><b>ग्रन्थः + टीकया</b></big></big><br><big>granthaṣ ṭīkayā → granthaḥ + ṭīkayā</big><br><small>(ग्रन्थः ← ग्रन्थस्)</small><br><small>(also accepted: ग्रन्थः टीकया)</small><br><br><b>ḥ → ś / ṣ / s before a voiceless stop (visarga also retained)</b><br>Before a voiceless stop the visarga assimilates to the homorganic sibilant — ś before c/ch, ṣ before ṭ/ṭh, s before t/th. Retaining the plain visarga is also accepted; both forms are shown. (Retroflex ṭ/ṭh rarely begin a word, so ṣ examples are few — ṭīkā 'commentary' is one of the commonest.)</center>
visarga_sandhi_split:visarga_sibilant:naraḥ+ṭīkate	<center><big><big><big>नरष् टीकते</big></big></big></center>	<center><big><big><b>नरः + टीकते</b></big></big><br><big>naraṣ ṭīkate → naraḥ + ṭīkate</big><br><small>(नरः ← नरस्)</small><br><small>(also accepted: नरः टीकते)</small><br><br><b>ḥ → ś / ṣ / s before a voiceless stop (visarga also retained)</b><br>Before a voiceless stop the visarga assimilates to the homorganic sibilant — ś before c/ch, ṣ before ṭ/ṭh, s before t/th. Retaining the plain visarga is also accepted; both forms are shown. (Retroflex ṭ/ṭh rarely begin a word, so ṣ examples are few — here the root √ṭīk 'to move'.)</center>
visarga_sandhi_split:visarga_retained:naraḥ+karoti	<center><big><big><big>नरः करोति</big></big></big></center>	<center><big><big><b>नरः + करोति</b></big></big><br><big>naraḥ karoti → naraḥ + karoti</big><br><small>(नरः ← नरस्)</small><br><br><b>ḥ retained before k/kh, p/ph, a sibilant, or a pause</b><br>The visarga stays unchanged before the voiceless gutturals and labials k, kh, p, ph, before a sibilant ś/ṣ/s, and before a pause. In writing only — in careful pronunciation the visarga before k or kh is optionally the jihvāmūlīya, a rasping breath at the root of the tongue like the ch of German Bach (Pāṇini 8.3.37).</center>
visarga_sandhi_split:visarga_retained:rāmaḥ+paṭhati	<center><big><big><big>रामः पठति</big></big></big></center>	<center><big><big><b>रामः + पठति</b></big></big><br><big>rāmaḥ paṭhati → rāmaḥ + paṭhati</big><br><small>(रामः ← रामस्)</small><br><br><b>ḥ retained before k/kh, p/ph, a sibilant, or a pause</b><br>The visarga stays unchanged before the voiceless gutturals and labials k, kh, p, ph, before a sibilant ś/ṣ/s, and before a pause. In writing only — in careful pronunciation the visarga before p or ph is optionally the upadhmānīya, a breathy f blown with both lips and no teeth (Pāṇini 8.3.37).</center>
visarga_sandhi_split:visarga_retained:devaḥ+khādati	<center><big><big><big>देवः खादति</big></big></big></center>	<center><big><big><b>देवः + खादति</b></big></big><br><big>devaḥ khādati → devaḥ + khādati</big><br><small>(देवः ← देवस्)</small><br><br><b>ḥ retained before k/kh, p/ph, a sibilant, or a pause</b><br>The visarga stays unchanged before the voiceless gutturals and labials k, kh, p, ph, before a sibilant ś/ṣ/s, and before a pause. In writing only — in careful pronunciation the visarga before k or kh is optionally the jihvāmūlīya, a rasping breath at the root of the tongue like the ch of German Bach (Pāṇini 8.3.37).</center>
visarga_sandhi_split:visarga_retained:bālaḥ+phalam	<center><big><big><big>बालः फलम्</big></big></big></center>	<center><big><big><b>बालः + फलम्</b></big></big><br><big>bālaḥ phalam → bālaḥ + phalam</big><br><small>(बालः ← बालस्)</small><br><br><b>ḥ retained before k/kh, p/ph, a sibilant, or a pause</b><br>The visarga stays unchanged before the voiceless gutturals and labials k, kh, p, ph, before a sibilant ś/ṣ/s, and before a pause. In writing only — in careful pronunciation the visarga before p or ph is optionally the upadhmānīya, a breathy f blown with both lips and no teeth (Pāṇini 8.3.37).</center>
visarga_sandhi_split:visarga_retained:naraḥ+smarati	<center><big><big><big>नरः स्मरति</big></big></big></center>	<center><big><big><b>नरः + स्मरति</b></big></big><br><big>naraḥ smarati → naraḥ + smarati</big><br><small>(नरः ← नरस्)</small><br><br><b>ḥ retained before k/kh, p/ph, a sibilant, or a pause</b><br>The visarga stays unchanged before the voiceless gutturals and labials k, kh, p, ph, before a sibilant ś/ṣ/s, and before a pause. Before a sibilant assimilation is the default (Pāṇini 8.3.34) and the written visarga is the licensed alternative (8.3.36) — and even when written, it is pronounced at the sibilant's place: naraḥ smarati is heard as naras smarati, never with a plain h.</center>
visarga_sandhi_split:visarga_retained:hariḥ+śete	<center><big><big><big>हरिः शेते</big></big></big></center>	<center><big><big><b>हरिः + शेते</b></big></big><br><big>hariḥ śete → hariḥ + śete</big><br><small>(हरिः ← हरिस्)</small><br><br><b>ḥ retained before k/kh, p/ph, a sibilant, or a pause</b><br>The visarga stays unchanged before the voiceless gutturals and labials k, kh, p, ph, before a sibilant ś/ṣ/s, and before a pause. Before a sibilant assimilation is the default (Pāṇini 8.3.34) and the written visarga is the licensed alternative (8.3.36) — and even when written, it is pronounced at the sibilant's place: hariḥ śete is heard as hariś śete, never with a plain h.</center>
visarga_sandhi_split:sa_esa:saḥ+gacchati	<center><big><big><big>स गच्छति</big></big></big></center>	<center><big><big><b>सः + गच्छति</b></big></big><br><big>sa gacchati → saḥ + gacchati</big><br><small>(सः ← सस्)</small><br><br><b>saḥ / eṣaḥ → sa / eṣa before a consonant</b><br>The pronouns saḥ and eṣaḥ drop the visarga before any consonant, becoming sa and eṣa. Before a vowel or a pause they behave like a normal -aḥ.</center>
visarga_sandhi_split:sa_esa:saḥ+vadati	<center><big><big><big>स वदति</big></big></big></center>	<center><big><big><b>सः + वदति</b></big></big><br><big>sa vadati → saḥ + vadati</big><br><small>(सः ← सस्)</small><br><br><b>saḥ / eṣaḥ → sa / eṣa before a consonant</b><br>The pronouns saḥ and eṣaḥ drop the visarga before any consonant, becoming sa and eṣa. Before a vowel or a pause they behave like a normal -aḥ.</center>
visarga_sandhi_split:sa_esa:eṣaḥ+bālaḥ	<center><big><big><big>एष बालः</big></big></big></center>	<center><big><big><b>एषः + बालः</b></big></big><br><big>eṣa bālaḥ → eṣaḥ + bālaḥ</big><br><small>(एषः ← एषस्)</small><br><br><b>saḥ / eṣaḥ → sa / eṣa before a consonant</b><br>The pronouns saḥ and eṣaḥ drop the visarga before any consonant, becoming sa and eṣa. Before a vowel or a pause they behave like a normal -aḥ.</center>
visarga_sandhi_split:sa_esa:saḥ+rāmaḥ	<center><big><big><big>स रामः</big></big></big></center>	<center><big><big><b>सः + रामः</b></big></big><br><big>sa rāmaḥ → saḥ + rāmaḥ</big><br><small>(सः ← सस्)</small><br><br><b>saḥ / eṣaḥ → sa / eṣa before a consonant</b><br>The pronouns saḥ and eṣaḥ drop the visarga before any consonant, becoming sa and eṣa. Before a vowel or a pause they behave like a normal -aḥ.</center>
visarga_sandhi_split:sa_esa:eṣaḥ+naraḥ	<center><big><big><big>एष नरः</big></big></big></center>	<center><big><big><b>एषः + नरः</b></big></big><br><big>eṣa naraḥ → eṣaḥ + naraḥ</big><br><small>(एषः ← एषस्)</small><br><br><b>saḥ / eṣaḥ → sa / eṣa before a consonant</b><br>The pronouns saḥ and eṣaḥ drop the visarga before any consonant, becoming sa and eṣa. Before a vowel or a pause they behave like a normal -aḥ.</center>
visarga_sandhi_split:sa_esa_vowel:saḥ+aham	<center><big><big><big>सोऽहम्</big></big></big></center>	<center><big><big><b>सः + अहम्</b></big></big><br><big>so 'ham → saḥ + aham</big><br><small>(सः ← सस्)</small><br><br><b>saḥ / eṣaḥ before a vowel: ordinary -aḥ sandhi (not the pre-consonant drop)</b><br>Contrast: the visarga-dropping rule fires only before a consonant. Before a vowel saḥ/eṣaḥ behave like any -aḥ word — here before short a it becomes -o with the a elided (avagraha), giving the -o that the pre-consonant rule never produces.</center>
visarga_sandhi_split:sa_esa_vowel:saḥ+icchati	<center><big><big><big>स इच्छति</big></big></big></center>	<center><big><big><b>सः + इच्छति</b></big></big><br><big>sa icchati → saḥ + icchati</big><br><small>(सः ← सस्)</small><br><br><b>saḥ / eṣaḥ before a vowel: ordinary -aḥ sandhi (not the pre-consonant drop)</b><br>Contrast: before a vowel other than short a, the visarga simply drops leaving -a with a hiatus (ordinary -aḥ behaviour). The result 'sa' here coincides with the pre-consonant form but arrives by the normal rule, not the special pronoun drop.</center>
